run_name,hidden_channels,num_layers,temporal_mode,params,data_size,epochs,lr,train_time_s,best_val_top1,best_val_top3,best_val_v_mse,best_val_q_kl,eval_top1_acc,eval_top3_acc,human_top1_acc,human_top3_acc,human_move_count,puzzle_acc,puzzle_n,pearson_r,spearman_rho,ece_before,ece_after,temperature_t,checkpoint
gateau_medium_h192_l5_elo1600_hybrid_probe1024_e1,192,5,global_gru,3718932,1024,1,0.0005,1885.6670939922333,0.24705882352941178,0.47058823529411764,0.19681336832123528,2.4808411231300993,0.25098039215686274,0.5686274509803921,0.308,0.626,1500,0.29,100,0.2031976592072154,0.14540074365198755,0.05600668919907884,0.04274368545888832,1.1997754393735804,output/gateau_medium_h192_l5_elo1600_hybrid_probe1024_e1.pt
